code,buy_date,sell_date,buy_price,sell_price,gross_return,net_return,holding_days,sell_reason
000633,2019-02-12,2019-02-25,4.85,5.0784,0.047092783505154764,0.04359278350515476,13,移动止盈
000633,2019-04-03,2019-04-08,6.42,6.817200000000001,0.061869158878504776,0.05836915887850477,5,移动止盈
000635,2019-02-27,2019-03-08,9.06,9.190800000000001,0.014437086092715308,0.010937086092715308,9,移动止盈
000636,2019-02-14,2019-02-19,12.45,13.6804,0.0988273092369479,0.09532730923694789,5,移动止盈
000637,2019-02-27,2019-03-04,4.41,4.4804,0.01596371882086173,0.012463718820861731,5,移动止盈
000637,2019-04-02,2019-04-09,5.12,5.446400000000001,0.06375000000000008,0.06025000000000008,7,移动止盈
000639,2019-02-27,2019-03-14,8.65,8.5468,-0.011930635838150412,-0.015430635838150412,15,移动止盈
000655,2019-02-27,2019-03-14,4.29,4.7564,0.10871794871794875,0.10521794871794875,15,移动止盈
000661,2019-02-12,2019-02-22,201.64,207.966,0.03137274350327327,0.027872743503273272,10,移动止盈
000661,2019-03-29,2019-04-12,305.93,298.908,-0.022952963096133074,-0.026452963096133073,14,移动止盈
000665,2019-02-27,2019-03-08,8.34,9.0988,0.09098321342925669,0.08748321342925669,9,移动止盈
000666,2019-02-20,2019-02-28,12.99,14.7936,0.1388452655889145,0.1353452655889145,8,移动止盈
000666,2019-04-16,2019-04-23,15.19,15.134,-0.0036866359447004057,-0.007186635944700406,7,移动止盈
000669,2019-02-27,2019-03-08,5.58,5.934,0.06344086021505378,0.05994086021505378,9,移动止盈
000670,2019-02-20,2019-02-25,3.74,3.8732,0.03561497326203208,0.032114973262032075,5,移动止盈
000671,2019-03-19,2019-03-25,8.67,8.142,-0.060899653979238806,-0.0643996539792388,6,移动止盈
000671,2019-05-09,2019-05-20,6.66,6.4308000000000005,-0.034414414414414354,-0.03791441441441436,11,移动止盈
000671,2019-07-03,2019-07-08,6.85,6.9092,0.008642335766423443,0.005142335766423443,5,移动止盈
000672,2019-03-18,2019-03-27,10.6,10.699600000000002,0.009396226415094562,0.005896226415094562,9,移动止盈
000672,2019-05-14,2019-05-20,11.61,11.619600000000002,0.0008268733850131349,-0.0026731266149868653,6,移动止盈
000676,2019-02-20,2019-03-08,10.17,10.773200000000001,0.05931170108161269,0.05581170108161269,16,移动止盈
000678,2019-02-21,2019-03-06,6.45,7.341600000000001,0.13823255813953494,0.13473255813953494,13,移动止盈
000678,2019-04-03,2019-04-08,9.89,10.1844,0.02976744186046507,0.02626744186046507,5,移动止盈
000678,2019-05-17,2019-05-30,9.11,8.4364,-0.0739407244785948,-0.0774407244785948,13,移动止盈
000680,2019-02-27,2019-03-26,3.82,4.0848,0.06931937172774885,0.06581937172774885,27,移动止盈
000683,2019-04-03,2019-04-16,3.08,3.0452000000000004,-0.011298701298701207,-0.014798701298701207,13,移动止盈
000685,2019-04-02,2019-04-25,8.93,8.7768,-0.017155655095184772,-0.02065565509518477,23,移动止盈
000686,2019-02-15,2019-02-22,7.27,7.8016000000000005,0.07312242090784057,0.06962242090784057,7,移动止盈
000686,2019-04-02,2019-04-10,10.31,10.322400000000002,0.0012027158098934334,-0.002297284190106567,8,移动止盈
000687,2019-02-20,2019-03-05,7.2,7.8936,0.09633333333333333,0.09283333333333332,13,移动止盈
000688,2019-02-27,2019-03-13,12.27,12.328000000000001,0.004726976365118305,0.0012269763651183052,14,移动止盈
000691,2019-02-27,2019-03-08,4.55,4.8024,0.055472527472527414,0.05197252747252741,9,移动止盈
000697,2019-04-02,2019-04-10,14.51,14.011600000000001,-0.03434872501722939,-0.03784872501722939,8,移动止盈
000698,2019-04-03,2019-04-10,4.64,4.8668000000000005,0.04887931034482776,0.045379310344827756,7,移动止盈
000701,2019-02-27,2019-03-14,6.83,7.222,0.05739385065885803,0.053893850658858024,15,移动止盈
000703,2019-02-14,2019-03-18,13.44,13.643600000000001,0.01514880952380964,0.011648809523809641,32,移动止盈
000708,2019-04-02,2019-04-08,13.13,14.5084,0.10498095963442491,0.10148095963442491,6,移动止盈
000709,2019-02-27,2019-03-08,3.39,3.3856,-0.0012979351032448257,-0.004797935103244826,9,移动止盈
000712,2019-02-20,2019-02-27,10.9,12.8064,0.1748990825688073,0.1713990825688073,7,移动止盈
000712,2019-04-02,2019-04-08,14.35,15.916000000000002,0.10912891986062735,0.10562891986062735,6,移动止盈
000713,2019-02-27,2019-03-08,5.67,5.6672,-0.0004938271604937727,-0.003993827160493773,9,移动止盈
000715,2019-02-20,2019-03-12,6.72,8.7032,0.2951190476190478,0.2916190476190478,20,移动止盈
000715,2019-04-02,2019-04-16,9.25,9.0896,-0.017340540540540454,-0.020840540540540454,14,移动止盈
000716,2019-02-27,2019-03-11,3.39,3.5604000000000005,0.05026548672566381,0.04676548672566381,12,移动止盈
000717,2019-02-27,2019-03-08,5.83,5.7224,-0.01845626072041161,-0.02195626072041161,9,移动止盈
000720,2019-03-20,2019-03-26,5.13,5.501600000000001,0.07243664717348944,0.06893664717348943,6,移动止盈
000723,2019-02-18,2019-02-25,4.69,4.9496,0.055351812366737696,0.05185181236673769,7,移动止盈
000728,2019-02-15,2019-02-22,8.21,8.638800000000002,0.05222898903775892,0.048728989037758914,7,移动止盈
000728,2019-04-02,2019-04-10,10.7,10.6628,-0.003476635514018558,-0.006976635514018558,8,移动止盈
000729,2019-02-27,2019-03-25,6.49,6.2376000000000005,-0.03889060092449919,-0.04239060092449919,26,移动止盈
000732,2019-03-19,2019-03-25,19.392,19.2924,-0.005136138613861325,-0.008636138613861324,6,移动止盈
000733,2019-02-20,2019-03-13,12.72,14.996,0.17893081761006288,0.17543081761006288,21,移动止盈
000733,2019-04-02,2019-04-12,16.19,15.502000000000002,-0.04249536751080907,-0.04599536751080907,10,移动止盈
000738,2019-02-27,2019-03-12,14.21,15.272000000000002,0.07473610133708664,0.07123610133708663,13,移动止盈
000738,2019-04-02,2019-04-12,16.1,15.161600000000002,-0.05828571428571426,-0.06178571428571426,10,移动止盈
000739,2019-02-27,2019-03-08,8.66,8.7676,0.01242494226327941,0.00892494226327941,9,移动止盈
